Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-03-31,Kung Fu Panda 3,2016,https://boxd.it/6b0pkd,2.5,,they probably should've kept it as a trilogy. the furious five only showing up at the credit scene without any dialogue hurt a bit.,,2024-03-31
