Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-03-30,Mean Girls,2024,https://boxd.it/6acVX7,2.5,,this was so unnecessary also cady was such bad casting,,2024-03-29
2025-05-07,Sinners,2025,https://boxd.it/9D6wqF,4.5,,not what i expected at all,,2025-05-07
