Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2024-03-30,Mean Girls,2004,https://boxd.it/6a0P9h,2.5,,,2024-03-29
2024-11-08,Black Widow,2021,https://boxd.it/7KxAJ3,,,,2024-11-07
